KDSA	LONG	LAT
028/095	12.1667	53.5833
028/097	12.3333	53.5833
028/099	12.5000	53.5833
028/103	12.8333	53.5833
028/105	13.0000	53.5833
028/107	13.1667	53.5833
028/109	13.3333	53.5833
028/111	13.5000	53.5833
028/113	13.6667	53.5833
028/115	13.8333	53.5833
028/117	14.0000	53.5833
028/119	14.1667	53.5833
028/121	14.3333	53.5833
028/123	14.5000	53.5833
028/125	14.6667	53.5833
028/127	14.8333	53.5833
028/129	15.0000	53.5833
028/131	15.1667	53.5833
028/133	15.3333	53.5833
028/135	15.5000	53.5833
028/137	15.6667	53.5833
028/139	15.8333	53.5833
028/141	16.0000	53.5833
028/143	16.1667	53.5833
028/145	16.3333	53.5833
028/147	16.5000	53.5833
028/151	16.8333	53.5833
028/153	17.0000	53.5833
028/155	17.1667	53.5833
028/157	17.3333	53.5833
028/159	17.5000	53.5833
028/161	17.6667	53.5833
028/165	18.0000	53.5833
028/169	18.3333	53.5833
028/171	18.5000	53.5833
028/173	18.6667	53.5833
028/175	18.8333	53.5833
028/177	19.0000	53.5833
028/179	19.1667	53.5833
028/181	19.3333	53.5833
028/183	19.5000	53.5833
028/185	19.6667	53.5833
029/033	 7.0000	53.5000
029/035	 7.1667	53.5000
029/037	 7.3333	53.5000
029/039	 7.5000	53.5000
029/043	 7.8333	53.5000
029/045	 8.0000	53.5000
029/047	 8.1667	53.5000
029/049	 8.3333	53.5000
029/051	 8.5000	53.5000
029/053	 8.6667	53.5000
029/055	 8.8333	53.5000
029/057	 9.0000	53.5000
029/059	 9.1667	53.5000
029/061	 9.3333	53.5000
029/065	 9.6667	53.5000
029/067	 9.8333	53.5000
029/069	10.0000	53.5000
029/071	10.1667	53.5000
029/073	10.3333	53.5000
029/075	10.5000	53.5000
029/077	10.6667	53.5000
029/079	10.8333	53.5000
029/081	11.0000	53.5000
029/083	11.1667	53.5000
029/085	11.3333	53.5000
029/087	11.5000	53.5000
029/089	11.6667	53.5000
029/091	11.8333	53.5000
029/093	12.0000	53.5000
029/095	12.1667	53.5000
029/097	12.3333	53.5000
029/099	12.5000	53.5000
029/101	12.6667	53.5000
029/103	12.8333	53.5000
029/105	13.0000	53.5000
029/107	13.1667	53.5000
029/109	13.3333	53.5000
029/111	13.5000	53.5000
029/113	13.6667	53.5000
029/115	13.8333	53.5000
029/117	14.0000	53.5000
029/119	14.1667	53.5000
029/121	14.3333	53.5000
029/123	14.5000	53.5000
029/125	14.6667	53.5000
029/127	14.8333	53.5000
029/129	15.0000	53.5000
029/131	15.1667	53.5000
029/133	15.3333	53.5000
029/135	15.5000	53.5000
029/137	15.6667	53.5000
029/139	15.8333	53.5000
029/141	16.0000	53.5000
029/143	16.1667	53.5000
029/145	16.3333	53.5000
029/147	16.5000	53.5000
029/149	16.6667	53.5000
029/151	16.8333	53.5000
029/153	17.0000	53.5000
029/155	17.1667	53.5000
029/157	17.3333	53.5000
029/159	17.5000	53.5000
029/161	17.6667	53.5000
029/163	17.8333	53.5000
029/165	18.0000	53.5000
029/167	18.1667	53.5000
029/169	18.3333	53.5000
029/171	18.5000	53.5000
029/173	18.6667	53.5000
029/175	18.8333	53.5000
029/177	19.0000	53.5000
029/181	19.3333	53.5000
030/033	 7.0000	53.4167
030/035	 7.1667	53.4167
030/037	 7.3333	53.4167
030/039	 7.5000	53.4167
030/041	 7.6667	53.4167
030/043	 7.8333	53.4167
030/045	 8.0000	53.4167
030/047	 8.1667	53.4167
030/049	 8.3333	53.4167
030/051	 8.5000	53.4167
030/053	 8.6667	53.4167
030/055	 8.8333	53.4167
030/057	 9.0000	53.4167
030/059	 9.1667	53.4167
030/061	 9.3333	53.4167
030/065	 9.6667	53.4167
030/067	 9.8333	53.4167
030/071	10.1667	53.4167
030/073	10.3333	53.4167
030/075	10.5000	53.4167
030/077	10.6667	53.4167
030/079	10.8333	53.4167
030/081	11.0000	53.4167
030/083	11.1667	53.4167
030/085	11.3333	53.4167
030/087	11.5000	53.4167
030/089	11.6667	53.4167
030/091	11.8333	53.4167
030/093	12.0000	53.4167
030/095	12.1667	53.4167
030/097	12.3333	53.4167
030/099	12.5000	53.4167
030/101	12.6667	53.4167
030/103	12.8333	53.4167
030/105	13.0000	53.4167
030/107	13.1667	53.4167
030/109	13.3333	53.4167
030/111	13.5000	53.4167
030/113	13.6667	53.4167
030/115	13.8333	53.4167
030/117	14.0000	53.4167
030/119	14.1667	53.4167
030/121	14.3333	53.4167
030/123	14.5000	53.4167
030/125	14.6667	53.4167
030/127	14.8333	53.4167
030/129	15.0000	53.4167
030/131	15.1667	53.4167
030/133	15.3333	53.4167
030/135	15.5000	53.4167
030/137	15.6667	53.4167
030/139	15.8333	53.4167
030/141	16.0000	53.4167
030/143	16.1667	53.4167
030/145	16.3333	53.4167
030/147	16.5000	53.4167
030/149	16.6667	53.4167
030/151	16.8333	53.4167
030/153	17.0000	53.4167
030/155	17.1667	53.4167
030/157	17.3333	53.4167
030/159	17.5000	53.4167
030/161	17.6667	53.4167
030/163	17.8333	53.4167
030/165	18.0000	53.4167
030/167	18.1667	53.4167
030/169	18.3333	53.4167
030/171	18.5000	53.4167
030/173	18.6667	53.4167
030/175	18.8333	53.4167
030/177	19.0000	53.4167
030/179	19.1667	53.4167
030/181	19.3333	53.4167
030/183	19.5000	53.4167
031/035	 7.1667	53.3333
031/037	 7.3333	53.3333
031/039	 7.5000	53.3333
031/041	 7.6667	53.3333
031/043	 7.8333	53.3333
031/045	 8.0000	53.3333
031/047	 8.1667	53.3333
031/049	 8.3333	53.3333
031/051	 8.5000	53.3333
031/053	 8.6667	53.3333
031/055	 8.8333	53.3333
031/057	 9.0000	53.3333
031/059	 9.1667	53.3333
031/061	 9.3333	53.3333
031/063	 9.5000	53.3333
031/065	 9.6667	53.3333
031/067	 9.8333	53.3333
031/069	10.0000	53.3333
031/071	10.1667	53.3333
031/073	10.3333	53.3333
031/075	10.5000	53.3333
031/077	10.6667	53.3333
031/079	10.8333	53.3333
031/081	11.0000	53.3333
031/083	11.1667	53.3333
031/085	11.3333	53.3333
031/087	11.5000	53.3333
031/089	11.6667	53.3333
031/091	11.8333	53.3333
031/093	12.0000	53.3333
031/095	12.1667	53.3333
031/097	12.3333	53.3333
031/099	12.5000	53.3333
031/101	12.6667	53.3333
031/103	12.8333	53.3333
031/105	13.0000	53.3333
031/107	13.1667	53.3333
031/109	13.3333	53.3333
031/111	13.5000	53.3333
031/113	13.6667	53.3333
031/115	13.8333	53.3333
031/117	14.0000	53.3333
031/119	14.1667	53.3333
031/121	14.3333	53.3333
031/123	14.5000	53.3333
031/125	14.6667	53.3333
031/127	14.8333	53.3333
031/129	15.0000	53.3333
031/131	15.1667	53.3333
031/133	15.3333	53.3333
031/135	15.5000	53.3333
031/137	15.6667	53.3333
031/139	15.8333	53.3333
031/141	16.0000	53.3333
031/143	16.1667	53.3333
031/145	16.3333	53.3333
031/147	16.5000	53.3333
031/149	16.6667	53.3333
031/151	16.8333	53.3333
031/153	17.0000	53.3333
031/155	17.1667	53.3333
031/157	17.3333	53.3333
031/159	17.5000	53.3333
031/161	17.6667	53.3333
031/163	17.8333	53.3333
031/167	18.1667	53.3333
031/169	18.3333	53.3333
031/171	18.5000	53.3333
031/173	18.6667	53.3333
031/175	18.8333	53.3333
031/177	19.0000	53.3333
031/179	19.1667	53.3333
032/035	 7.1667	53.2500
032/037	 7.3333	53.2500
032/039	 7.5000	53.2500
032/041	 7.6667	53.2500
032/043	 7.8333	53.2500
032/045	 8.0000	53.2500
032/047	 8.1667	53.2500
032/049	 8.3333	53.2500
032/051	 8.5000	53.2500
032/053	 8.6667	53.2500
032/055	 8.8333	53.2500
032/057	 9.0000	53.2500
032/059	 9.1667	53.2500
032/061	 9.3333	53.2500
032/065	 9.6667	53.2500
032/069	10.0000	53.2500
032/071	10.1667	53.2500
032/073	10.3333	53.2500
032/075	10.5000	53.2500
032/077	10.6667	53.2500
032/079	10.8333	53.2500
032/081	11.0000	53.2500
032/083	11.1667	53.2500
032/085	11.3333	53.2500
032/087	11.5000	53.2500
032/089	11.6667	53.2500
032/091	11.8333	53.2500
032/093	12.0000	53.2500
032/095	12.1667	53.2500
032/097	12.3333	53.2500
032/099	12.5000	53.2500
032/101	12.6667	53.2500
032/103	12.8333	53.2500
032/105	13.0000	53.2500
032/107	13.1667	53.2500
032/111	13.5000	53.2500
032/113	13.6667	53.2500
032/115	13.8333	53.2500
032/117	14.0000	53.2500
032/119	14.1667	53.2500
032/121	14.3333	53.2500
032/123	14.5000	53.2500
032/125	14.6667	53.2500
032/127	14.8333	53.2500
032/129	15.0000	53.2500
032/131	15.1667	53.2500
032/133	15.3333	53.2500
032/135	15.5000	53.2500
032/139	15.8333	53.2500
032/141	16.0000	53.2500
032/143	16.1667	53.2500
032/145	16.3333	53.2500
032/147	16.5000	53.2500
032/149	16.6667	53.2500
032/151	16.8333	53.2500
032/153	17.0000	53.2500
032/157	17.3333	53.2500
032/159	17.5000	53.2500
032/161	17.6667	53.2500
032/163	17.8333	53.2500
032/167	18.1667	53.2500
032/169	18.3333	53.2500
032/171	18.5000	53.2500
032/173	18.6667	53.2500
032/175	18.8333	53.2500
032/177	19.0000	53.2500
032/179	19.1667	53.2500
032/181	19.3333	53.2500
032/183	19.5000	53.2500
033/035	 7.1667	53.1667
033/037	 7.3333	53.1667
033/039	 7.5000	53.1667
033/041	 7.6667	53.1667
033/043	 7.8333	53.1667
033/045	 8.0000	53.1667
033/047	 8.1667	53.1667
033/049	 8.3333	53.1667
033/051	 8.5000	53.1667
033/053	 8.6667	53.1667
033/055	 8.8333	53.1667
033/057	 9.0000	53.1667
033/059	 9.1667	53.1667
033/061	 9.3333	53.1667
033/063	 9.5000	53.1667
033/065	 9.6667	53.1667
033/067	 9.8333	53.1667
033/069	10.0000	53.1667
033/071	10.1667	53.1667
033/073	10.3333	53.1667
033/075	10.5000	53.1667
033/077	10.6667	53.1667
033/079	10.8333	53.1667
033/081	11.0000	53.1667
033/083	11.1667	53.1667
033/085	11.3333	53.1667
033/087	11.5000	53.1667
033/089	11.6667	53.1667
033/091	11.8333	53.1667
033/093	12.0000	53.1667
033/095	12.1667	53.1667
033/097	12.3333	53.1667
033/099	12.5000	53.1667
033/101	12.6667	53.1667
033/103	12.8333	53.1667
033/105	13.0000	53.1667
033/107	13.1667	53.1667
033/109	13.3333	53.1667
033/111	13.5000	53.1667
033/113	13.6667	53.1667
033/115	13.8333	53.1667
033/117	14.0000	53.1667
033/119	14.1667	53.1667
033/121	14.3333	53.1667
033/123	14.5000	53.1667
033/125	14.6667	53.1667
033/127	14.8333	53.1667
033/129	15.0000	53.1667
033/131	15.1667	53.1667
033/133	15.3333	53.1667
033/135	15.5000	53.1667
033/137	15.6667	53.1667
033/139	15.8333	53.1667
033/141	16.0000	53.1667
033/143	16.1667	53.1667
033/145	16.3333	53.1667
033/147	16.5000	53.1667
033/149	16.6667	53.1667
033/151	16.8333	53.1667
033/153	17.0000	53.1667
033/155	17.1667	53.1667
033/159	17.5000	53.1667
033/161	17.6667	53.1667
033/163	17.8333	53.1667
033/165	18.0000	53.1667
033/167	18.1667	53.1667
033/169	18.3333	53.1667
033/173	18.6667	53.1667
033/175	18.8333	53.1667
033/177	19.0000	53.1667
034/035	 7.1667	53.0833
034/039	 7.5000	53.0833
034/041	 7.6667	53.0833
034/043	 7.8333	53.0833
034/045	 8.0000	53.0833
034/047	 8.1667	53.0833
034/049	 8.3333	53.0833
034/051	 8.5000	53.0833
034/053	 8.6667	53.0833
034/055	 8.8333	53.0833
034/057	 9.0000	53.0833
034/059	 9.1667	53.0833
034/061	 9.3333	53.0833
034/063	 9.5000	53.0833
034/065	 9.6667	53.0833
034/067	 9.8333	53.0833
034/069	10.0000	53.0833
034/071	10.1667	53.0833
034/073	10.3333	53.0833
034/075	10.5000	53.0833
034/077	10.6667	53.0833
034/079	10.8333	53.0833
034/081	11.0000	53.0833
034/083	11.1667	53.0833
034/085	11.3333	53.0833
034/087	11.5000	53.0833
034/089	11.6667	53.0833
034/091	11.8333	53.0833
034/093	12.0000	53.0833
034/095	12.1667	53.0833
034/097	12.3333	53.0833
034/099	12.5000	53.0833
034/101	12.6667	53.0833
034/103	12.8333	53.0833
034/105	13.0000	53.0833
034/107	13.1667	53.0833
034/109	13.3333	53.0833
034/111	13.5000	53.0833
034/113	13.6667	53.0833
034/115	13.8333	53.0833
034/117	14.0000	53.0833
034/119	14.1667	53.0833
034/121	14.3333	53.0833
034/125	14.6667	53.0833
034/127	14.8333	53.0833
034/129	15.0000	53.0833
034/131	15.1667	53.0833
034/133	15.3333	53.0833
034/135	15.5000	53.0833
034/137	15.6667	53.0833
034/139	15.8333	53.0833
034/141	16.0000	53.0833
034/143	16.1667	53.0833
034/145	16.3333	53.0833
034/147	16.5000	53.0833
034/149	16.6667	53.0833
034/151	16.8333	53.0833
034/155	17.1667	53.0833
034/157	17.3333	53.0833
034/161	17.6667	53.0833
034/163	17.8333	53.0833
034/165	18.0000	53.0833
034/167	18.1667	53.0833
034/169	18.3333	53.0833
034/173	18.6667	53.0833
035/035	 7.1667	53.0000
035/037	 7.3333	53.0000
035/039	 7.5000	53.0000
035/041	 7.6667	53.0000
035/043	 7.8333	53.0000
035/045	 8.0000	53.0000
035/047	 8.1667	53.0000
035/049	 8.3333	53.0000
035/051	 8.5000	53.0000
035/053	 8.6667	53.0000
035/055	 8.8333	53.0000
035/057	 9.0000	53.0000
035/059	 9.1667	53.0000
035/061	 9.3333	53.0000
035/063	 9.5000	53.0000
035/065	 9.6667	53.0000
035/067	 9.8333	53.0000
035/069	10.0000	53.0000
035/071	10.1667	53.0000
035/073	10.3333	53.0000
035/075	10.5000	53.0000
035/077	10.6667	53.0000
035/079	10.8333	53.0000
035/081	11.0000	53.0000
035/083	11.1667	53.0000
035/085	11.3333	53.0000
035/087	11.5000	53.0000
035/089	11.6667	53.0000
035/091	11.8333	53.0000
035/093	12.0000	53.0000
035/095	12.1667	53.0000
035/097	12.3333	53.0000
035/099	12.5000	53.0000
035/101	12.6667	53.0000
035/103	12.8333	53.0000
035/105	13.0000	53.0000
035/107	13.1667	53.0000
035/109	13.3333	53.0000
035/111	13.5000	53.0000
035/113	13.6667	53.0000
035/115	13.8333	53.0000
035/117	14.0000	53.0000
035/121	14.3333	53.0000
035/123	14.5000	53.0000
035/125	14.6667	53.0000
035/127	14.8333	53.0000
035/129	15.0000	53.0000
035/133	15.3333	53.0000
035/135	15.5000	53.0000
035/137	15.6667	53.0000
035/139	15.8333	53.0000
035/141	16.0000	53.0000
035/143	16.1667	53.0000
035/145	16.3333	53.0000
035/147	16.5000	53.0000
035/149	16.6667	53.0000
035/151	16.8333	53.0000
035/153	17.0000	53.0000
035/155	17.1667	53.0000
035/157	17.3333	53.0000
035/165	18.0000	53.0000
035/167	18.1667	53.0000
035/169	18.3333	53.0000
035/171	18.5000	53.0000
035/173	18.6667	53.0000
036/033	 7.0000	52.9167
036/035	 7.1667	52.9167
036/039	 7.5000	52.9167
036/041	 7.6667	52.9167
036/043	 7.8333	52.9167
036/045	 8.0000	52.9167
036/047	 8.1667	52.9167
036/049	 8.3333	52.9167
036/051	 8.5000	52.9167
036/053	 8.6667	52.9167
036/055	 8.8333	52.9167
036/057	 9.0000	52.9167
036/059	 9.1667	52.9167
036/061	 9.3333	52.9167
036/063	 9.5000	52.9167
036/065	 9.6667	52.9167
036/067	 9.8333	52.9167
036/069	10.0000	52.9167
036/071	10.1667	52.9167
036/073	10.3333	52.9167
036/075	10.5000	52.9167
036/077	10.6667	52.9167
036/079	10.8333	52.9167
036/081	11.0000	52.9167
036/083	11.1667	52.9167
036/085	11.3333	52.9167
036/087	11.5000	52.9167
036/089	11.6667	52.9167
036/091	11.8333	52.9167
036/095	12.1667	52.9167
036/097	12.3333	52.9167
036/099	12.5000	52.9167
036/101	12.6667	52.9167
036/103	12.8333	52.9167
036/105	13.0000	52.9167
036/107	13.1667	52.9167
036/109	13.3333	52.9167
036/111	13.5000	52.9167
036/113	13.6667	52.9167
036/115	13.8333	52.9167
036/117	14.0000	52.9167
036/119	14.1667	52.9167
036/121	14.3333	52.9167
036/123	14.5000	52.9167
036/125	14.6667	52.9167
036/127	14.8333	52.9167
036/129	15.0000	52.9167
036/133	15.3333	52.9167
036/135	15.5000	52.9167
036/137	15.6667	52.9167
036/139	15.8333	52.9167
036/141	16.0000	52.9167
036/143	16.1667	52.9167
036/147	16.5000	52.9167
036/149	16.6667	52.9167
036/151	16.8333	52.9167
036/153	17.0000	52.9167
036/155	17.1667	52.9167
036/161	17.6667	52.9167
036/163	17.8333	52.9167
036/165	18.0000	52.9167
036/167	18.1667	52.9167
036/169	18.3333	52.9167
036/171	18.5000	52.9167
037/033	 7.0000	52.8333
037/035	 7.1667	52.8333
037/037	 7.3333	52.8333
037/039	 7.5000	52.8333
037/041	 7.6667	52.8333
037/043	 7.8333	52.8333
037/045	 8.0000	52.8333
037/047	 8.1667	52.8333
037/049	 8.3333	52.8333
037/051	 8.5000	52.8333
037/053	 8.6667	52.8333
037/055	 8.8333	52.8333
037/057	 9.0000	52.8333
037/059	 9.1667	52.8333
037/061	 9.3333	52.8333
037/063	 9.5000	52.8333
037/065	 9.6667	52.8333
037/067	 9.8333	52.8333
037/069	10.0000	52.8333
037/071	10.1667	52.8333
037/073	10.3333	52.8333
037/075	10.5000	52.8333
037/077	10.6667	52.8333
037/079	10.8333	52.8333
037/081	11.0000	52.8333
037/083	11.1667	52.8333
037/085	11.3333	52.8333
037/087	11.5000	52.8333
037/089	11.6667	52.8333
037/091	11.8333	52.8333
037/093	12.0000	52.8333
037/095	12.1667	52.8333
037/097	12.3333	52.8333
037/099	12.5000	52.8333
037/101	12.6667	52.8333
037/105	13.0000	52.8333
037/107	13.1667	52.8333
037/109	13.3333	52.8333
037/111	13.5000	52.8333
037/113	13.6667	52.8333
037/115	13.8333	52.8333
037/117	14.0000	52.8333
037/119	14.1667	52.8333
037/121	14.3333	52.8333
037/123	14.5000	52.8333
037/125	14.6667	52.8333
037/127	14.8333	52.8333
037/129	15.0000	52.8333
037/131	15.1667	52.8333
037/133	15.3333	52.8333
037/135	15.5000	52.8333
037/137	15.6667	52.8333
037/139	15.8333	52.8333
037/141	16.0000	52.8333
037/145	16.3333	52.8333
037/147	16.5000	52.8333
037/149	16.6667	52.8333
037/151	16.8333	52.8333
037/153	17.0000	52.8333
037/155	17.1667	52.8333
037/157	17.3333	52.8333
037/159	17.5000	52.8333
037/163	17.8333	52.8333
037/171	18.5000	52.8333
038/033	 7.0000	52.7500
038/035	 7.1667	52.7500
038/037	 7.3333	52.7500
038/039	 7.5000	52.7500
038/041	 7.6667	52.7500
038/043	 7.8333	52.7500
038/045	 8.0000	52.7500
038/047	 8.1667	52.7500
038/049	 8.3333	52.7500
038/051	 8.5000	52.7500
038/053	 8.6667	52.7500
038/055	 8.8333	52.7500
038/057	 9.0000	52.7500
038/059	 9.1667	52.7500
038/061	 9.3333	52.7500
038/063	 9.5000	52.7500
038/065	 9.6667	52.7500
038/067	 9.8333	52.7500
038/069	10.0000	52.7500
038/071	10.1667	52.7500
038/073	10.3333	52.7500
038/075	10.5000	52.7500
038/077	10.6667	52.7500
038/079	10.8333	52.7500
038/081	11.0000	52.7500
038/083	11.1667	52.7500
038/085	11.3333	52.7500
038/087	11.5000	52.7500
038/089	11.6667	52.7500
038/091	11.8333	52.7500
038/093	12.0000	52.7500
038/095	12.1667	52.7500
038/097	12.3333	52.7500
038/099	12.5000	52.7500
038/101	12.6667	52.7500
038/103	12.8333	52.7500
038/105	13.0000	52.7500
038/107	13.1667	52.7500
038/109	13.3333	52.7500
038/111	13.5000	52.7500
038/113	13.6667	52.7500
038/115	13.8333	52.7500
038/117	14.0000	52.7500
038/119	14.1667	52.7500
038/121	14.3333	52.7500
038/123	14.5000	52.7500
038/125	14.6667	52.7500
038/127	14.8333	52.7500
038/129	15.0000	52.7500
038/131	15.1667	52.7500
038/133	15.3333	52.7500
038/135	15.5000	52.7500
038/145	16.3333	52.7500
038/147	16.5000	52.7500
038/149	16.6667	52.7500
038/151	16.8333	52.7500
038/153	17.0000	52.7500
038/155	17.1667	52.7500
038/159	17.5000	52.7500
038/161	17.6667	52.7500
038/163	17.8333	52.7500
039/029	 6.6667	52.6667
039/031	 6.8333	52.6667
039/033	 7.0000	52.6667
039/035	 7.1667	52.6667
039/037	 7.3333	52.6667
039/039	 7.5000	52.6667
039/041	 7.6667	52.6667
039/043	 7.8333	52.6667
039/045	 8.0000	52.6667
039/047	 8.1667	52.6667
039/049	 8.3333	52.6667
039/051	 8.5000	52.6667
039/053	 8.6667	52.6667
039/055	 8.8333	52.6667
039/057	 9.0000	52.6667
039/059	 9.1667	52.6667
039/061	 9.3333	52.6667
039/063	 9.5000	52.6667
039/065	 9.6667	52.6667
039/067	 9.8333	52.6667
039/069	10.0000	52.6667
039/071	10.1667	52.6667
039/073	10.3333	52.6667
039/075	10.5000	52.6667
039/077	10.6667	52.6667
039/079	10.8333	52.6667
039/081	11.0000	52.6667
039/083	11.1667	52.6667
039/085	11.3333	52.6667
039/087	11.5000	52.6667
039/089	11.6667	52.6667
039/091	11.8333	52.6667
039/093	12.0000	52.6667
039/095	12.1667	52.6667
039/097	12.3333	52.6667
039/099	12.5000	52.6667
039/101	12.6667	52.6667
039/103	12.8333	52.6667
039/105	13.0000	52.6667
039/107	13.1667	52.6667
039/109	13.3333	52.6667
039/111	13.5000	52.6667
039/113	13.6667	52.6667
039/115	13.8333	52.6667
039/117	14.0000	52.6667
039/119	14.1667	52.6667
039/121	14.3333	52.6667
039/123	14.5000	52.6667
039/125	14.6667	52.6667
039/127	14.8333	52.6667
039/129	15.0000	52.6667
039/131	15.1667	52.6667
039/133	15.3333	52.6667
039/135	15.5000	52.6667
039/137	15.6667	52.6667
039/139	15.8333	52.6667
039/149	16.6667	52.6667
039/151	16.8333	52.6667
039/153	17.0000	52.6667
039/155	17.1667	52.6667
040/029	 6.6667	52.5833
040/031	 6.8333	52.5833
040/033	 7.0000	52.5833
040/035	 7.1667	52.5833
040/037	 7.3333	52.5833
040/039	 7.5000	52.5833
040/041	 7.6667	52.5833
040/043	 7.8333	52.5833
040/045	 8.0000	52.5833
040/047	 8.1667	52.5833
040/049	 8.3333	52.5833
040/051	 8.5000	52.5833
040/053	 8.6667	52.5833
040/055	 8.8333	52.5833
040/057	 9.0000	52.5833
040/059	 9.1667	52.5833
040/061	 9.3333	52.5833
040/063	 9.5000	52.5833
040/065	 9.6667	52.5833
040/067	 9.8333	52.5833
040/069	10.0000	52.5833
040/071	10.1667	52.5833
040/073	10.3333	52.5833
040/075	10.5000	52.5833
040/077	10.6667	52.5833
040/079	10.8333	52.5833
040/081	11.0000	52.5833
040/083	11.1667	52.5833
040/085	11.3333	52.5833
040/087	11.5000	52.5833
040/089	11.6667	52.5833
040/091	11.8333	52.5833
040/093	12.0000	52.5833
040/095	12.1667	52.5833
040/097	12.3333	52.5833
040/099	12.5000	52.5833
040/101	12.6667	52.5833
040/103	12.8333	52.5833
040/105	13.0000	52.5833
040/107	13.1667	52.5833
040/109	13.3333	52.5833
040/111	13.5000	52.5833
040/113	13.6667	52.5833
040/115	13.8333	52.5833
040/119	14.1667	52.5833
040/121	14.3333	52.5833
040/123	14.5000	52.5833
040/125	14.6667	52.5833
040/127	14.8333	52.5833
040/129	15.0000	52.5833
040/131	15.1667	52.5833
040/133	15.3333	52.5833
040/135	15.5000	52.5833
040/137	15.6667	52.5833
040/141	16.0000	52.5833
040/143	16.1667	52.5833
040/149	16.6667	52.5833
040/153	17.0000	52.5833
040/155	17.1667	52.5833
041/031	 6.8333	52.5000
041/033	 7.0000	52.5000
041/035	 7.1667	52.5000
041/037	 7.3333	52.5000
041/039	 7.5000	52.5000
041/041	 7.6667	52.5000
041/043	 7.8333	52.5000
041/045	 8.0000	52.5000
041/047	 8.1667	52.5000
041/049	 8.3333	52.5000
041/051	 8.5000	52.5000
041/053	 8.6667	52.5000
041/055	 8.8333	52.5000
041/057	 9.0000	52.5000
041/059	 9.1667	52.5000
041/061	 9.3333	52.5000
041/063	 9.5000	52.5000
041/065	 9.6667	52.5000
041/067	 9.8333	52.5000
041/069	10.0000	52.5000
041/071	10.1667	52.5000
041/073	10.3333	52.5000
041/075	10.5000	52.5000
041/077	10.6667	52.5000
041/079	10.8333	52.5000
041/081	11.0000	52.5000
041/083	11.1667	52.5000
041/085	11.3333	52.5000
041/087	11.5000	52.5000
041/089	11.6667	52.5000
041/091	11.8333	52.5000
041/093	12.0000	52.5000
041/095	12.1667	52.5000
041/097	12.3333	52.5000
041/099	12.5000	52.5000
041/101	12.6667	52.5000
041/103	12.8333	52.5000
041/105	13.0000	52.5000
041/107	13.1667	52.5000
041/109	13.3333	52.5000
041/111	13.5000	52.5000
041/113	13.6667	52.5000
041/115	13.8333	52.5000
041/117	14.0000	52.5000
041/119	14.1667	52.5000
041/121	14.3333	52.5000
041/123	14.5000	52.5000
041/125	14.6667	52.5000
041/127	14.8333	52.5000
041/129	15.0000	52.5000
041/131	15.1667	52.5000
041/133	15.3333	52.5000
041/135	15.5000	52.5000
041/139	15.8333	52.5000
041/141	16.0000	52.5000
041/145	16.3333	52.5000
041/147	16.5000	52.5000
041/153	17.0000	52.5000
041/155	17.1667	52.5000
041/157	17.3333	52.5000
041/159	17.5000	52.5000
041/161	17.6667	52.5000
042/033	 7.0000	52.4167
042/035	 7.1667	52.4167
042/037	 7.3333	52.4167
042/039	 7.5000	52.4167
042/041	 7.6667	52.4167
042/043	 7.8333	52.4167
042/045	 8.0000	52.4167
042/047	 8.1667	52.4167
042/051	 8.5000	52.4167
042/053	 8.6667	52.4167
042/055	 8.8333	52.4167
042/057	 9.0000	52.4167
042/059	 9.1667	52.4167
042/061	 9.3333	52.4167
042/063	 9.5000	52.4167
042/065	 9.6667	52.4167
042/067	 9.8333	52.4167
042/069	10.0000	52.4167
042/071	10.1667	52.4167
042/073	10.3333	52.4167
042/075	10.5000	52.4167
042/077	10.6667	52.4167
042/079	10.8333	52.4167
042/081	11.0000	52.4167
042/083	11.1667	52.4167
042/085	11.3333	52.4167
042/087	11.5000	52.4167
042/089	11.6667	52.4167
042/091	11.8333	52.4167
042/093	12.0000	52.4167
042/095	12.1667	52.4167
042/097	12.3333	52.4167
042/099	12.5000	52.4167
042/101	12.6667	52.4167
042/103	12.8333	52.4167
042/105	13.0000	52.4167
042/107	13.1667	52.4167
042/109	13.3333	52.4167
042/111	13.5000	52.4167
042/113	13.6667	52.4167
042/115	13.8333	52.4167
042/117	14.0000	52.4167
042/119	14.1667	52.4167
042/121	14.3333	52.4167
042/123	14.5000	52.4167
042/125	14.6667	52.4167
042/127	14.8333	52.4167
042/129	15.0000	52.4167
042/131	15.1667	52.4167
042/133	15.3333	52.4167
