locations	strings	alignments	cognateID
64/125	ob	o b	1
64/127	ob	o b	1
64/135	ow	o w	1
64/137	oob	oo b	1
64/139	NA		NA
64/141	ob	o b	1
64/143	ob	o b	1
64/145	ohm	oh m	1
64/147	ob	o b	1
64/149	ob	o b	1
64/151	ohm	oh m	1
64/153	ob	o b	1
64/155	ob	o b	1
64/157	ob	o b	1
64/159	ob	o b	1
65/21	of	o f	1
65/23	ov	o v	1
65/25	ov	o v	1
65/27	ov	o v	1
65/29	ov	o v	1
65/31	ov	o v	1
65/33	ov	o v	1
65/35	ow	o w	1
65/37	om	o m	1
65/39	om	o m	1
65/41	ow	o w	1
65/43	ow	o w	1
65/45	ob	o b	1
65/47	ow	o w	1
65/49	ohw	oh w	1
65/51	ow	o w	1
65/53	NA		NA
65/55	ow	o w	1
65/57	ob	o b	1
65/59	ow	o w	1
65/61	ow	o w	1
65/63	aw	a w	1
65/65	ab	a b	1
65/67	oab	oa b	1
65/69	oab	oa b	1
65/71	ob	o b	1
65/73	ob	o b	1
65/75	oab	oa b	1
65/77	oab	oa b	1
65/79	NA		NA
65/81	am	a m	1
65/83	om	o m	1
65/85	NA		NA
65/87	ohm	oh m	1
65/89	am	a m	1
65/91	NA		NA
65/93	am	a m	1
65/95	uhm	uh m	1
65/97	um	u m	1
65/101	om	o m	1
65/103	ohm	oh m	1
65/105	om	o m	1
65/107	om	o m	1
65/109	om	o m	1
65/111	NA		NA
65/113	NA		NA
65/115	om	o m	1
65/121	oub	ou b	1
65/123	ob	o b	1
65/137	NA		NA
65/139	oub	ou b	1
65/143	ob	o b	1
65/145	ob	o b	1
65/147	ob	o b	1
65/149	ohm	oh m	1
65/151	om	o m	1
65/153	ob	o b	1
65/155	ob	o b	1
65/157	ob	o b	1
65/159	ob	o b	1
66/21	oof	oo f	1
66/23	ov	o v	1
66/25	ow	o w	1
66/27	of	o f	1
66/29	ow	o w	1
66/31	ow	o w	1
66/33	ow	o w	1
66/35	om	o m	1
66/37	om	o m	1
66/39	om	o m	1
66/41	ow	o w	1
66/43	ow	o w	1
66/45	ow	o w	1
66/47	ow	o w	1
66/49	ow	o w	1
66/51	ow	o w	1
66/53	ow	o w	1
66/55	ow	o w	1
66/57	ow	o w	1
66/59	ob	o b	1
66/61	oob	oo b	1
66/63	oaw	oa w	1
66/65	ob	o b	1
66/67	ob	o b	1
66/69	ow	o w	1
66/71	ob	o b	1
66/73	NA		NA
66/75	ob	o b	1
66/77	am	a m	1
66/79	am	a m	1
66/81	om	o m	1
66/83	om	o m	1
66/85	om	o m	1
66/87	ahm	ah m	1
66/89	om	o m	1
66/91	am	a m	1
66/93	um	u m	1
66/95	ub	u b	1
66/97	ohm	oh m	1
66/99	om	o m	1
66/101	om	o m	1
66/103	om	o m	1
66/105	om	o m	1
66/107	oom	oo m	1
66/109	ohm	oh m	1
66/111	oom	oo m	1
66/113	oom	oo m	1
66/121	oub	ou b	1
66/139	oow	oo w	1
66/143	ow	o w	1
66/145	ob	o b	1
66/147	om	o m	1
66/149	ob	o b	1
66/151	ow	o w	1
66/153	NA		NA
66/155	om	o m	1
66/157	ob	o b	1
66/159	NA		NA
66/161	ob	o b	1
66/163	ob	o b	1
67/21	ow	o w	1
67/23	ov	o v	1
67/25	ow	o w	1
67/27	of	o f	1
67/29	ow	o w	1
67/31	ow	o w	1
67/33	ow	o w	1
67/35	om	o m	1
67/37	ow	o w	1
67/39	ow	o w	1
67/41	ow	o w	1
67/43	ow	o w	1
67/45	ow	o w	1
67/47	ob	o b	1
67/49	ow	o w	1
67/51	ow	o w	1
67/53	ow	o w	1
67/55	ow	o w	1
67/57	ow	o w	1
67/59	ob	o b	1
67/61	ow	o w	1
67/63	oow	oo w	1
67/65	ob	o b	1
67/67	ab	a b	1
67/69	oaw	oa w	1
67/71	oab	oa b	1
67/73	ob	o b	1
67/75	NA		NA
67/77	ab	a b	1
67/79	om	o m	1
67/81	omm	o mm	1
67/83	NA		NA
67/85	om	o m	1
67/87	ab	a b	1
67/89	am	a m	1
67/91	aahm	aah m	1
67/93	am	a m	1
67/95	am	a m	1
67/97	am	a m	1
67/99	oom	oo m	1
67/101	NA		NA
67/103	om	o m	1
67/105	om	o m	1
67/107	om	o m	1
67/109	om	o m	1
67/111	oom	oo m	1
67/113	om	o m	1
67/143	om	o m	1
67/145	ob	o b	1
67/147	NA		NA
67/149	ob	o b	1
67/151	ob	o b	1
67/153	ob	o b	1
67/155	ob	o b	1
67/157	ob	o b	1
67/159	ob	o b	1
67/161	NA		NA
67/163	ob	o b	1
67/165	ob	o b	1
67/177	ob	o b	1
68/21	ov	o v	1
68/23	ow	o w	1
68/25	oem	oe m	1
68/27	oaw	oa w	1
68/29	ow	o w	1
68/31	oow	oo w	1
68/33	oerm	oe r m	1
68/35	ow	o w	1
68/37	ow	o w	1
68/39	ow	o w	1
68/41	ow	o w	1
68/43	ow	o w	1
68/45	ob	o b	1
68/47	ow	o w	1
68/49	ow	o w	1
68/51	ow	o w	1
68/53	ow	o w	1
68/55	ow	o w	1
68/57	ow	o w	1
68/59	ow	o w	1
68/61	ow	o w	1
68/63	ob	o b	1
68/65	ob	o b	1
68/67	nacht	n a ch t	1
68/69	ob	o b	1
68/71	oob	oo b	1
68/73	oab	oa b	1
68/75	ab	a b	1
68/77	oom	oo m	1
68/79	om	o m	1
68/81	ohm	oh m	1
68/83	om	o m	1
68/85	om	o m	1
68/87	am	a m	1
68/89	NA		NA
68/91	am	a m	1
68/93	amb	a m b	1
68/95	NA		NA
68/97	oum	ou m	1
68/99	om	o m	1
68/101	NA		NA
68/103	oam	oa m	1
68/105	om	o m	1
68/107	oum	ou m	1
68/109	ohm	oh m	1
68/111	ohm	oh m	1
68/145	ow	o w	1
68/147	ow	o w	1
68/149	NA		NA
68/151	omb	o m b	1
68/153	om	o m	1
68/155	ob	o b	1
68/157	ob	o b	1
68/159	ob	o b	1
68/161	ob	o b	1
68/165	ab	a b	1
69/19	oov	oo v	1
69/23	ow	o w	1
69/25	aw	a w	1
69/27	ow	o w	1
69/29	oaw	oa w	1
69/31	oow	oo w	1
69/33	ow	o w	1
69/35	ohm	oh m	1
69/37	ow	o w	1
69/39	ow	o w	1
69/41	ow	o w	1
69/43	ow	o w	1
69/45	ow	o w	1
69/47	ow	o w	1
69/49	ow	o w	1
69/51	ob	o b	1
69/53	ob	o b	1
69/55	ow	o w	1
69/57	ob	o b	1
69/59	ob	o b	1
69/61	ob	o b	1
69/63	aab	aa b	1
69/65	oab	oa b	1
69/67	NA		NA
69/69	oab	oa b	1
69/71	ab	a b	1
69/73	ab	a b	1
69/75	ab	a b	1
69/77	aam	aa m	1
69/79	om	o m	1
69/81	om	o m	1
69/83	am	a m	1
69/85	om	o m	1
69/87	am	a m	1
69/89	am	a m	1
69/91	NA		NA
69/93	am	a m	1
69/95	om	o m	1
69/97	NA		NA
69/99	NA		NA
69/101	ob	o b	1
69/103	oum	ou m	1
69/105	aum	au m	1
69/107	ahm	ah m	1
69/109	NA		NA
69/111	om	o m	1
69/147	ob	o b	1
69/149	om	o m	1
69/151	ob	o b	1
69/153	ob	o b	1
69/157	om	o m	1
69/159	ob	o b	1
69/161	ob	o b	1
69/163	ow	o w	1
69/165	NA		NA
70/19	oow	oo w	1
70/23	ow	o w	1
70/25	ow	o w	1
70/27	ow	o w	1
70/29	ow	o w	1
70/31	ow	o w	1
70/33	om	o m	1
70/35	ow	o w	1
70/37	ow	o w	1
70/39	ow	o w	1
70/41	ow	o w	1
70/43	ow	o w	1
70/45	ob	o b	1
70/47	ow	o w	1
70/49	ow	o w	1
70/51	NA		NA
70/53	ow	o w	1
70/55	ow	o w	1
70/57	NA		NA
70/59	ob	o b	1
70/61	nohrt	n oh r t	1
70/63	ab	a b	1
70/65	ab	a b	1
70/67	ob	o b	1
70/69	NA		NA
70/71	ab	a b	1
70/73	ab	a b	1
70/75	ab	a b	1
70/77	am	a m	1
70/79	am	a m	1
70/81	amm	a mm	1
70/83	om	o m	1
70/85	om	o m	1
70/87	om	o m	1
70/89	om	o m	1
70/91	ab	a b	1
70/93	aum	au m	1
70/95	nochts	n o ch t s	1
70/97	oum	ou m	1
70/99	om	o m	1
70/101	oum	ou m	1
70/103	aub	au b	1
70/105	oam	oa m	1
70/107	omb	o m b	1
70/109	om	o m	1
70/111	oom	oo m	1
70/145	om	o m	1
70/147	ob	o b	1
70/149	ob	o b	1
70/151	ob	o b	1
70/153	ob	o b	1
70/155	oob	oo b	1
70/157	ob	o b	1
70/159	om	o m	1
70/161	ob	o b	1
70/163	ohw	oh w	1
70/165	ow	o w	1
71/17	ov	o v	1
71/19	ow	o w	1
71/21	ow	o w	1
71/23	oaw	oa w	1
71/25	oaw	oa w	1
71/27	oaw	oa w	1
71/29	oab	oa b	1
71/31	oaw	oa w	1
71/33	ow	o w	1
71/35	ow	o w	1
71/37	om	o m	1
71/39	ow	o w	1
71/41	ow	o w	1
71/43	ow	o w	1
71/45	ow	o w	1
71/47	ow	o w	1
71/49	ow	o w	1
71/51	ow	o w	1
71/53	ow	o w	1
71/55	NA		NA
71/57	aob	ao b	1
71/59	oab	oa b	1
71/63	oab	oa b	1
71/65	noachts	n oa ch t s	1
71/67	aw	a w	1
71/69	ab	a b	1
71/71	ab	a b	1
71/73	ab	a b	1
71/75	nacht	n a ch t	1
71/77	aom	ao m	1
71/79	om	o m	1
71/81	NA		NA
71/83	om	o m	1
71/85	nacht	n a ch t	1
71/87	ohm	oh m	1
71/89	oab	oa b	1
71/91	om	o m	1
71/93	aom	ao m	1
71/95	aoum	aou m	1
71/97	am	a m	1
71/99	NA		NA
71/101	om	o m	1
71/103	NA		NA
71/105	NA		NA
71/145	oom	oo m	1
71/147	om	o m	1
71/149	ob	o b	1
71/151	ab	a b	1
71/153	ohm	oh m	1
71/155	oub	ou b	1
71/157	ob	o b	1
71/159	om	o m	1
71/161	oom	oo m	1
71/163	ob	o b	1
71/177	öw	ö w	1
71/179	ob	o b	1
72/17	ow	o w	1
72/19	ow	o w	1
72/21	ov	o v	1
72/23	ow	o w	1
72/25	oow	oo w	1
72/27	ow	o w	1
72/29	ow	o w	1
72/31	oaw	oa w	1
72/33	ow	o w	1
72/35	ow	o w	1
72/37	ow	o w	1
72/39	ow	o w	1
72/41	ow	o w	1
72/43	ow	o w	1
72/45	ow	o w	1
72/47	ow	o w	1
72/49	ow	o w	1
72/51	ow	o w	1
72/53	ow	o w	1
72/55	ow	o w	1
72/57	ob	o b	1
72/59	ob	o b	1
72/61	NA		NA
72/63	NA		NA
72/65	ab	a b	1
72/67	ab	a b	1
72/69	ab	a b	1
72/71	NA		NA
72/73	ab	a b	1
72/75	am	a m	1
72/77	ab	a b	1
72/79	oom	oo m	1
72/81	NA		NA
72/83	am	a m	1
72/85	NA		NA
72/87	am	a m	1
72/89	ab	a b	1
72/91	am	a m	1
72/93	ab	a b	1
72/95	oab	oa b	1
72/97	aum	au m	1
72/99	om	o m	1
72/101	om	o m	1
72/103	om	o m	1
72/105	aom	ao m	1
72/107	oum	ou m	1
72/145	NA		NA
72/147	om	o m	1
72/149	um	u m	1
72/151	uub	uu b	1
72/153	ob	o b	1
72/155	NA		NA
72/157	oub	ou b	1
72/159	ob	o b	1
72/161	ob	o b	1
72/177	ow	o w	1
72/179	ow	o w	1
72/181	nacht	n a ch t	1
73/17	ow	o w	1
73/19	oov	oo v	1
73/21	ow	o w	1
73/23	ow	o w	1
73/25	oow	oo w	1
73/27	oaw	oa w	1
73/29	oaw	oa w	1
73/31	ow	o w	1
73/33	ow	o w	1
73/35	ow	o w	1
73/37	ow	o w	1
73/39	ow	o w	1
73/41	ow	o w	1
73/43	ow	o w	1
73/45	ow	o w	1
73/47	ow	o w	1
73/49	ow	o w	1
73/51	ow	o w	1
73/53	ow	o w	1
73/55	ow	o w	1
73/57	ow	o w	1
73/59	NA		NA
73/61	ow	o w	1
73/63	ob	o b	1
73/65	nachts	n a ch t s	1
73/67	ab	a b	1
73/69	ab	a b	1
73/71	ab	a b	1
73/73	ob	o b	1
73/75	am	a m	1
73/77	am	a m	1
73/79	NA		NA
73/81	am	a m	1
73/83	am	a m	1
73/85	nächtn	n ä ch t n	1
73/87	am	a m	1
73/89	ab	a b	1
73/91	oub	ou b	1
73/93	äum	äu m	1
73/95	äum	äu m	1
73/97	am	a m	1
73/99	om	o m	1
73/101	aub	au b	1
73/103	om	o m	1
73/105	NA		NA
73/107	nocht	n o ch t	1
73/145	NA		NA
73/147	NA		NA
73/149	uhm	uh m	1
73/151	um	u m	1
73/153	ob	o b	1
73/155	ob	o b	1
73/157	ob	o b	1
73/159	ob	o b	1
73/161	ob	o b	1
73/163	NA		NA
73/165	ob	o b	1
73/175	ow	o w	1
73/177	oow	oo w	1
74/19	ow	o w	1
74/21	ow	o w	1
74/23	ow	o w	1
74/25	ow	o w	1
74/27	ow	o w	1
74/29	ow	o w	1
74/31	ow	o w	1
74/33	ow	o w	1
74/35	ow	o w	1
74/37	ow	o w	1
74/39	ow	o w	1
74/41	ow	o w	1
74/43	ow	o w	1
74/45	ow	o w	1
74/47	ob	o b	1
74/49	ow	o w	1
74/51	oow	oo w	1
74/53	ob	o b	1
74/55	ow	o w	1
74/57	ow	o w	1
74/59	ob	o b	1
74/61	ow	o w	1
74/63	ow	o w	1
74/65	NA		NA
74/67	ob	o b	1
74/69	ab	a b	1
74/71	aw	a w	1
74/73	ab	a b	1
74/75	ab	a b	1
74/77	am	a m	1
74/79	am	a m	1
74/81	NA		NA
74/83	am	a m	1
74/85	am	a m	1
74/87	auum	auu m	1
74/89	nacht	n a ch t	1
74/91	aaum	aau m	1
74/93	aoum	aou m	1
74/95	ab	a b	1
74/97	ab	a b	1
74/99	oob	oo b	1
74/101	om	o m	1
74/103	om	o m	1
74/105	aum	au m	1
74/107	aom	ao m	1
74/109	NA		NA
74/145	NA		NA
74/147	nocht	n o ch t	1
74/149	nacht	n a ch t	1
74/153	ob	o b	1
74/155	nocht	n o ch t	1
74/157	NA		NA
74/159	ob	o b	1
74/161	ob	o b	1
74/163	ow	o w	1
74/165	ow	o w	1
75/19	ov	o v	1
75/21	ow	o w	1
75/23	ow	o w	1
75/25	ow	o w	1
75/27	oaw	oa w	1
75/29	ow	o w	1
75/31	ow	o w	1
75/33	ow	o w	1
75/35	ow	o w	1
75/37	ow	o w	1
75/39	ow	o w	1
75/41	ob	o b	1
75/43	ow	o w	1
75/45	ow	o w	1
75/47	ow	o w	1
75/49	ow	o w	1
75/51	ow	o w	1
75/53	ow	o w	1
75/55	ow	o w	1
75/57	ow	o w	1
75/59	NA		NA
75/61	ow	o w	1
75/63	ob	o b	1
75/65	ob	o b	1
75/67	nocht	n o ch t	1
75/69	NA		NA
75/71	aw	a w	1
75/73	NA		NA
75/75	am	a m	1
75/77	am	a m	1
75/79	am	a m	1
75/81	am	a m	1
75/83	oab	oa b	1
75/85	am	a m	1
75/87	ab	a b	1
75/89	oum	ou m	1
75/91	oub	ou b	1
75/93	aoum	aou m	1
75/95	äub	äu b	1
75/97	aaumb	aau m b	1
75/99	am	a m	1
75/101	obm	o b m	1
75/103	oom	oo m	1
75/105	om	o m	1
75/107	oumb	ou m b	1
75/135	om	o m	1
75/145	NA		NA
75/147	um	u m	1
75/149	nocht	n o ch t	1
75/155	ob	o b	1
75/157	oub	ou b	1
75/159	NA		NA
75/161	ob	o b	1
75/163	NA		NA
75/165	ob	o b	1
76/19	ow	o w	1
76/21	ow	o w	1
76/23	ow	o w	1
76/25	ow	o w	1
76/27	ow	o w	1
76/29	ow	o w	1
76/33	ow	o w	1
76/35	ow	o w	1
76/37	ow	o w	1
76/39	ow	o w	1
76/41	aw	a w	1
76/43	ow	o w	1
76/45	ow	o w	1
76/47	ow	o w	1
76/49	ow	o w	1
76/51	oub	ou b	1
76/53	ow	o w	1
76/55	ob	o b	1
76/57	ow	o w	1
76/59	ow	o w	1
76/61	ow	o w	1
76/63	ow	o w	1
76/65	ow	o w	1
76/67	ob	o b	1
76/69	ow	o w	1
76/71	ob	o b	1
76/73	ab	a b	1
76/75	am	a m	1
76/77	oab	oa b	1
76/79	oub	ou b	1
76/81	ob	o b	1
76/83	am	a m	1
76/85	oam	oa m	1
76/87	am	a m	1
76/89	ab	a b	1
76/91	NA		NA
76/93	oum	ou m	1
76/95	aum	au m	1
76/97	oum	ou m	1
76/99	oub	ou b	1
76/101	oum	ou m	1
76/103	nocht	n o ch t	1
76/135	omm	o mm	1
76/137	am	a m	1
76/149	oobm	oo b m	1
76/151	ob	o b	1
76/155	oub	ou b	1
76/161	ow	o w	1
76/163	ob	o b	1
76/165	ow	o w	1
77/19	ow	o w	1
77/21	ow	o w	1
77/23	ow	o w	1
77/25	oouw	oou w	1
77/27	om	o m	1
77/29	ow	o w	1
77/31	ow	o w	1
77/33	ohw	oh w	1
77/35	oum	ou m	1
77/37	ow	o w	1
77/39	ow	o w	1
77/41	ow	o w	1
77/43	oow	oo w	1
77/47	ow	o w	1
77/49	ow	o w	1
77/51	oow	oo w	1
77/53	oow	oo w	1
77/55	ouw	ou w	1
77/57	ow	o w	1
77/59	aw	a w	1
77/61	aw	a w	1
77/63	NA		NA
77/65	ow	o w	1
77/67	ob	o b	1
77/69	oob	oo b	1
77/71	oab	oa b	1
77/73	ab	a b	1
77/75	ab	a b	1
77/77	NA		NA
77/79	oab	oa b	1
77/81	oab	oa b	1
77/83	am	a m	1
77/85	ab	a b	1
77/87	am	a m	1
77/89	oum	ou m	1
77/91	ab	a b	1
77/93	oub	ou b	1
77/95	aum	au m	1
77/97	oab	oa b	1
77/99	om	o m	1
77/101	NA		NA
77/103	oum	ou m	1
77/135	nocht	n o ch t	1
77/137	NA		NA
78/21	ow	o w	1
78/23	of	o f	1
78/25	om	o m	1
78/27	oam	oa m	1
78/29	ow	o w	1
78/31	oaw	oa w	1
78/33	ow	o w	1
78/35	ob	o b	1
78/37	oow	oo w	1
78/39	ow	o w	1
78/41	ob	o b	1
78/45	ow	o w	1
78/47	ow	o w	1
78/49	ow	o w	1
78/51	oow	oo w	1
78/53	ow	o w	1
78/55	ow	o w	1
78/57	ow	o w	1
78/59	ow	o w	1
78/61	ow	o w	1
78/63	ouw	ou w	1
78/65	ob	o b	1
78/67	oaw	oa w	1
78/69	ow	o w	1
78/71	oaw	oa w	1
78/73	oam	oa m	1
78/75	ab	a b	1
78/77	aam	aa m	1
78/79	am	a m	1
78/81	NA		NA
78/83	ab	a b	1
78/85	NA		NA
78/87	aaum	aau m	1
78/89	aum	au m	1
78/91	oum	ou m	1
78/93	aaum	aau m	1
78/95	om	o m	1
78/97	NA		NA
78/99	aahm	aah m	1
78/101	naacht	n aa ch t	1
78/103	NA		NA
78/105	nacht	n a ch t	1
78/135	om	o m	1
78/193	ob	o b	1
79/21	ow	o w	1
79/23	ow	o w	1
79/25	ow	o w	1
79/27	ov	o v	1
79/29	ow	o w	1
79/31	ohw	oh w	1
79/33	ow	o w	1
79/35	oow	oo w	1
79/37	ow	o w	1
79/39	ow	o w	1
79/43	oob	oo b	1
79/45	ohw	oh w	1
79/47	ob	o b	1
79/49	ow	o w	1
79/51	ow	o w	1
79/53	oow	oo w	1
79/55	ow	o w	1
79/57	ow	o w	1
79/59	ow	o w	1
79/61	ow	o w	1
79/63	NA		NA
79/65	ow	o w	1
79/67	NA		NA
79/69	ob	o b	1
79/71	oab	oa b	1
79/73	oab	oa b	1
79/75	oam	oa m	1
79/77	NA		NA
79/79	oub	ou b	1
79/81	am	a m	1
79/83	aoub	aou b	1
79/85	oum	ou m	1
79/87	oub	ou b	1
79/89	oum	ou m	1
79/91	aum	au m	1
79/93	oub	ou b	1
79/95	om	o m	1
79/97	am	a m	1
79/99	NA		NA
79/101	om	o m	1
79/103	ooam	ooa m	1
79/105	nocht	n o ch t	1
79/107	noacht	n oa ch t	1
79/133	nocht	n o ch t	1
79/135	ob	o b	1
79/193	äub	äu b	1
79/195	äum	äu m	1
79/197	oob	oo b	1
80/25	ouw	ou w	1
80/27	ow	o w	1
80/29	oaw	oa w	1
80/31	omm	o mm	1
80/33	ow	o w	1
80/35	ow	o w	1
80/37	ow	o w	1
80/39	ob	o b	1
80/41	ow	o w	1
80/43	ow	o w	1
80/45	ow	o w	1
80/47	ow	o w	1
80/49	ow	o w	1
80/51	oow	oo w	1
80/53	ow	o w	1
80/55	oow	oo w	1
80/57	ow	o w	1
80/59	oow	oo w	1
80/61	oow	oo w	1
80/63	ow	o w	1
80/65	aw	a w	1
80/67	oow	oo w	1
80/69	NA		NA
80/71	oab	oa b	1
80/73	oab	oa b	1
80/75	om	o m	1
80/77	oam	oa m	1
80/79	ab	a b	1
80/81	am	a m	1
80/83	aum	au m	1
80/85	NA		NA
80/87	oam	oa m	1
80/89	oum	ou m	1
80/91	ooum	oou m	1
80/93	NA		NA
80/95	NA		NA
80/97	nocht	n o ch t	1
80/99	NA		NA
80/101	om	o m	1
80/103	am	a m	1
80/105	naacht	n aa ch t	1
80/107	om	o m	1
80/109	nocht	n o ch t	1
80/127	nocht	n o ch t	1
80/147	ob	o b	1
80/151	noucht	n ou ch t	1
80/153	NA		NA
80/193	äum	äu m	1
80/195	äub	äu b	1
81/25	NA		NA
81/27	ow	o w	1
81/29	ow	o w	1
81/31	ow	o w	1
81/33	aaw	aa w	1
81/35	oow	oo w	1
81/37	ow	o w	1
81/39	ow	o w	1
81/43	ow	o w	1
81/45	ow	o w	1
81/47	ow	o w	1
81/49	ob	o b	1
81/51	NA		NA
81/53	ohw	oh w	1
81/55	ow	o w	1
81/57	oow	oo w	1
81/59	ow	o w	1
81/61	oaw	oa w	1
81/63	ow	o w	1
81/65	ow	o w	1
81/67	oow	oo w	1
81/69	aw	a w	1
81/71	ow	o w	1
81/73	ob	o b	1
81/75	oob	oo b	1
81/77	oam	oa m	1
81/79	ab	a b	1
81/81	aum	au m	1
81/83	oum	ou m	1
81/85	aoum	aou m	1
81/87	oum	ou m	1
81/89	aum	au m	1
81/91	om	o m	1
81/93	om	o m	1
81/95	ob	o b	1
81/97	nacht	n a ch t	1
81/99	NA		NA
81/101	nacht	n a ch t	1
81/103	om	o m	1
81/105	nacht	n a ch t	1
81/107	nocht	n o ch t	1
81/109	nocht	n o ch t	1
81/111	nacht	n a ch t	1
81/127	nocht	n o ch t	1
81/129	NA		NA
81/133	nocht	n o ch t	1
81/147	ob	o b	1
81/191	äub	äu b	1
81/193	eub	eu b	1
81/195	NA		NA
82/27	aw	a w	1
82/29	ow	o w	1
82/31	ow	o w	1
82/33	ow	o w	1
82/35	ow	o w	1
82/37	ow	o w	1
82/39	ow	o w	1
82/41	ow	o w	1
82/43	ow	o w	1
82/45	ow	o w	1
82/47	ow	o w	1
82/49	ow	o w	1
82/51	ow	o w	1
82/53	oob	oo b	1
82/55	oob	oo b	1
82/57	NA		NA
82/59	ob	o b	1
82/61	ob	o b	1
82/63	NA		NA
82/65	oaw	oa w	1
82/67	ow	o w	1
82/69	oob	oo b	1
82/71	ob	o b	1
82/73	oob	oo b	1
82/75	oob	oo b	1
82/77	oub	ou b	1
82/79	oub	ou b	1
82/81	oub	ou b	1
82/83	oum	ou m	1
82/85	oum	ou m	1
82/87	oum	ou m	1
82/89	om	o m	1
82/91	om	o m	1
82/93	om	o m	1
82/95	om	o m	1
82/97	nacht	n a ch t	1
82/99	nacht	n a ch t	1
82/101	NA		NA
82/103	NA		NA
82/105	nacht	n a ch t	1
82/107	nocht	n o ch t	1
82/111	nocht	n o ch t	1
82/113	NA		NA
82/117	nocht	n o ch t	1
82/129	nocht	n o ch t	1
82/131	nocht	n o ch t	1
82/133	nocht	n o ch t	1
82/135	nocht	n o ch t	1
82/145	nocht	n o ch t	1
82/147	nocht	n o ch t	1
82/191	äub	äu b	1
82/195	äub	äu b	1
83/27	ow	o w	1
83/29	noocht	n oo ch t	1
83/31	oow	oo w	1
83/33	NA		NA
83/35	ow	o w	1
83/37	ow	o w	1
83/39	ow	o w	1
83/41	oow	oo w	1
83/43	oow	oo w	1
83/45	ow	o w	1
83/47	ob	o b	1
83/49	ow	o w	1
83/51	ob	o b	1
83/53	oob	oo b	1
83/55	ob	o b	1
83/57	oow	oo w	1
83/59	ob	o b	1
83/61	ab	a b	1
83/63	ob	o b	1
83/65	ow	o w	1
83/67	oob	oo b	1
83/69	oob	oo b	1
83/71	ob	o b	1
83/73	ob	o b	1
83/75	oob	oo b	1
83/77	aub	au b	1
83/79	oub	ou b	1
83/81	ob	o b	1
83/83	NA		NA
83/85	oum	ou m	1
83/87	aomm	ao mm	1
83/89	ob	o b	1
83/91	nacht	n a ch t	1
83/93	nacht	n a ch t	1
83/95	nacht	n a ch t	1
83/97	om	o m	1
83/99	NA		NA
83/101	nacht	n a ch t	1
83/103	nacht	n a ch t	1
83/105	om	o m	1
83/107	aam	aa m	1
83/111	nocht	n o ch t	1
83/113	NA		NA
83/115	nocht	n o ch t	1
83/117	nocht	n o ch t	1
83/119	nocht	n o ch t	1
83/121	om	o m	1
83/129	nocht	n o ch t	1
83/131	nocht	n o ch t	1
83/133	NA		NA
83/135	nocht	n o ch t	1
83/139	nocht	n o ch t	1
83/143	nocht	n o ch t	1
83/145	nocht	n o ch t	1
83/147	NA		NA
83/149	oub	ou b	1
83/173	öm	ö m	1
83/195	aub	au b	1
84/31	ow	o w	1
84/33	ow	o w	1
84/35	ow	o w	1
84/37	ow	o w	1
84/39	oow	oo w	1
84/41	ow	o w	1
84/43	NA		NA
84/45	NA		NA
84/47	ow	o w	1
84/49	oow	oo w	1
84/51	ow	o w	1
84/53	ob	o b	1
84/55	ob	o b	1
84/57	oob	oo b	1
84/59	NA		NA
84/61	ow	o w	1
84/63	oob	oo b	1
84/65	ob	o b	1
84/67	ob	o b	1
84/69	oab	oa b	1
84/71	ob	o b	1
84/73	oob	oo b	1
84/75	ob	o b	1
84/77	ob	o b	1
84/79	aub	au b	1
84/81	NA		NA
84/83	oum	ou m	1
84/85	NA		NA
84/87	nacht	n a ch t	1
84/89	am	a m	1
84/91	nochd	n o ch d	1
84/93	am	a m	1
84/95	nacht	n a ch t	1
84/97	nacht	n a ch t	1
84/99	am	a m	1
84/101	nacht	n a ch t	1
84/103	nachd	n a ch d	1
84/105	spot	s p o t	1
84/107	nacht	n a ch t	1
84/109	ob	o b	1
84/111	nacht	n a ch t	1
84/113	NA		NA
84/115	nocht	n o ch t	1
84/117	nacht	n a ch t	1
84/119	NA		NA
84/129	nocht	n o ch t	1
84/131	nocht	n o ch t	1
84/133	nocht	n o ch t	1
84/135	NA		NA
84/137	nocht	n o ch t	1
84/139	nocht	n o ch t	1
84/141	ob	o b	1
84/143	nocht	n o ch t	1
84/145	nocht	n o ch t	1
84/147	nocht	n o ch t	1
84/149	nocht	n o ch t	1
84/171	oom	oo m	1
84/173	uum	uu m	1
84/195	oub	ou b	1
85/31	ow	o w	1
85/33	aw	a w	1
85/35	ow	o w	1
85/37	NA		NA
85/39	ow	o w	1
85/41	ow	o w	1
85/43	ow	o w	1
85/45	ow	o w	1
85/47	ow	o w	1
85/49	oob	oo b	1
85/51	oob	oo b	1
85/53	ob	o b	1
85/55	ob	o b	1
85/57	ob	o b	1
85/59	ob	o b	1
85/61	ob	o b	1
85/63	ob	o b	1
85/65	ob	o b	1
85/67	oob	oo b	1
85/69	aub	au b	1
85/71	NA		NA
85/73	ob	o b	1
85/75	ob	o b	1
85/77	ob	o b	1
85/79	ob	o b	1
85/81	aub	au b	1
85/83	oub	ou b	1
85/85	ob	o b	1
85/87	ob	o b	1
85/89	am	a m	1
85/91	nacht	n a ch t	1
85/93	nacht	n a ch t	1
85/95	ab	a b	1
85/97	nacht	n a ch t	1
85/101	nacht	n a ch t	1
85/103	nacht	n a ch t	1
85/105	nachd	n a ch d	1
